id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion
SIN-00220,POL-00191,ASEG-00088,VEH-00349,COND-00418,PROV-0029,Vehiculos,Choque,2024-06-08,2024-06-13,13630,16910,10900,Anticipo,Quito Sur,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0029,238,127,5,0,0,0,0,Posterior,12,Si,No,Interprovincial,Noche seca,No,No,,0.53,0,normal
SIN-00221,POL-00170,ASEG-00284,VEH-00401,COND-00165,PROV-0026,Vehiculos,Responsabilidad Civil,2025-08-22,2025-08-24,2230,1980,1790,Pago Total,Guayaquil Norte,Guayaquil,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0026,336,29,2,4,2,1,1,Lateral,16,Si,Si,Parqueadero,Despejado,No,No,,0.08,0,medio
SIN-00222,POL-00456,ASEG-00165,VEH-00232,COND-00249,PROV-0010,Vehiculos,Responsabilidad Civil,2025-08-05,2025-08-09,9740,8200,0,Pago Parcial,Quito Centro,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,No,PROV-0010,144,221,4,5,2,2,0,Estacionado,1,Si,Si,Parqueadero,Neblina,No,No,,0.55,0,medio
SIN-00223,POL-00239,ASEG-00191,VEH-00400,COND-00341,PROV-0023,Vehiculos,Robo Total,2024-03-26,2024-03-27,4250,5860,1700,Negativa,Santo Domingo,Santo Domingo,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0023,296,69,1,2,2,1,1,Robo,21,Si,Si,Interprovincial,Noche lluvia,No,No,,0.35,0,normal
SIN-00224,POL-00185,ASEG-00064,VEH-00312,COND-00197,PROV-0056,Vehiculos,Choque,2024-12-21,2024-12-27,3130,3730,2510,Pago Parcial,Manta,Manta,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0056,237,128,6,0,0,1,0,Sin impacto,6,No aplica,No aplica,Perimetral,Lluvia,No,No,,0.56,0,normal
SIN-00225,POL-00358,ASEG-00159,VEH-00302,COND-00434,PROV-0057,Vehiculos,Choque,2024-06-10,2024-06-18,2670,2060,2140,Pago Parcial,Quito Norte,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0057,199,166,8,3,0,1,1,Volcadura,3,No,No,Urbana,Noche seca,No,No,,0.3,0,medio
SIN-00226,POL-00328,ASEG-00281,VEH-00206,COND-00237,PROV-0016,Vehiculos,Choque,2024-01-10,2024-01-16,2620,2730,2620,Pago Total,Quito Sur,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0016,91,274,6,1,1,0,0,Posterior,18,Si,No,Urbana,Lluvia,Si,No,,0.05,0,medio
SIN-00227,POL-00244,ASEG-00335,VEH-00087,COND-00129,PROV-0013,Vehiculos,Danos Propios,2024-02-13,2024-02-14,3330,3370,3330,Cierre Sin Consecuencia,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0013,98,267,1,0,1,1,0,Posterior,19,No aplica,No,Urbana,Despejado,No,No,,0.24,0,normal
SIN-00228,POL-00335,ASEG-00247,VEH-00053,COND-00218,PROV-0055,Vehiculos,Danos Propios,2023-08-10,2023-08-11,6480,6500,6480,Pago Total,Cuenca,Cuenca,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0055,68,297,1,0,0,0,0,Estacionado,0,Si,No,Parqueadero,Noche lluvia,No,No,,0.27,0,normal
SIN-00229,POL-00415,ASEG-00058,VEH-00213,COND-00245,PROV-0047,Vehiculos,Cristales,2023-04-18,2023-04-18,320,360,0,Reserva,Machala,Machala,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0047,96,269,0,2,2,0,2,Lateral,13,No,No aplica,Urbana,Noche lluvia,Si,No,,0.15,0,normal
SIN-00230,POL-00144,ASEG-00262,,,PROV-0001,Accidentes Personales,Accidente Personal,2023-09-29,2023-09-30,3000,3050,1800,Reserva,Manta,Manta,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0001,41,324,1,0,0,0,0,Estacionado,4,Si,Si,Residencial,Noche lluvia,No,No,,0.45,0,normal
SIN-00231,POL-00474,ASEG-00045,VEH-00332,COND-00223,PROV-0019,Vehiculos,Choque,2024-12-16,2024-12-16,820,820,820,Liquidado,Manta,Manta,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0019,171,194,0,1,4,2,0,Estacionado,17,Si,No aplica,Perimetral,Noche seca,No,No,,0.23,0,normal
SIN-00232,POL-00329,ASEG-00311,VEH-00027,COND-00433,PROV-0058,Vehiculos,Choque,2023-06-26,2023-07-01,16490,17450,9900,Liquidado,Guayaquil Norte,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0058,115,250,5,1,1,0,0,Estacionado,23,No,No,Urbana,Neblina,No,No,,0.42,0,normal
SIN-00233,POL-00228,ASEG-00325,VEH-00133,COND-00114,PROV-0029,Vehiculos,Danos Propios,2025-07-28,2025-07-28,560,480,340,Negativa,Santo Domingo,Santo Domingo,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0029,11,354,0,0,0,0,0,Estacionado,16,Si,No,Parqueadero,Lluvia,No,No,,0.27,1,medio
SIN-00234,POL-00120,ASEG-00119,VEH-00377,COND-00212,PROV-0048,Vehiculos,Gastos Medicos por Accidente,2024-10-13,2024-10-17,1530,1890,920,Liquidado,Guayaquil Norte,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0048,122,243,4,3,1,0,1,Posterior,10,Si,No,Residencial,Lluvia,No,No,,0.15,0,normal
SIN-00235,POL-00368,ASEG-00107,VEH-00121,COND-00251,PROV-0023,Vehiculos,Choque,2025-12-08,2025-12-11,7850,7230,6280,Pago Total,Ambato,Ambato,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0023,192,173,3,2,3,2,1,Lateral,6,No aplica,No aplica,Parqueadero,Noche seca,No,No,,0.25,0,normal
SIN-00236,POL-00165,ASEG-00180,VEH-00339,COND-00187,PROV-0030,Vehiculos,Danos Propios,2023-12-16,2023-12-17,4960,6120,0,Pago Parcial,Guayaquil Sur,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0030,315,50,1,3,5,0,1,Estacionado,16,No,No,Perimetral,Lluvia,No,No,,0.1,0,normal
SIN-00237,POL-00041,ASEG-00214,VEH-00177,COND-00455,PROV-0025,Vehiculos,Choque,2025-12-05,2025-12-08,5130,4920,3080,Pago Parcial,Guayaquil Sur,Guayaquil,Me chocaron saliendo del parqueadero y el otro vehiculo huyo sin dejar datos.,Si,PROV-0025,298,67,3,1,3,2,0,Volcadura,0,Si,Si,Parqueadero,Lluvia,No,No,CLON-01,0.77,0,medio
SIN-00238,POL-00335,ASEG-00247,VEH-00053,COND-00034,PROV-0030,Vehiculos,Danos Propios,2023-09-22,2023-09-24,4410,5300,0,Reserva,Cuenca,Cuenca,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0030,111,254,2,1,1,0,0,Lateral,22,Si,Si,Perimetral,Noche seca,No,No,,0.48,0,normal
SIN-00239,POL-00463,ASEG-00258,,,PROV-0001,Accidentes Personales,Accidente Personal,2025-09-10,2025-09-10,1820,2140,730,Negativa,Cuenca,Cuenca,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0001,99,266,0,2,0,0,1,Volcadura,20,Si,No aplica,Perimetral,Noche lluvia,No,No,,0.27,0,normal
SIN-00240,POL-00115,ASEG-00083,VEH-00418,COND-00447,PROV-0049,Vehiculos,Choque,2025-03-28,2025-03-31,5890,5280,4710,Pago Total,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0049,243,122,3,4,1,1,0,Frontal,6,No,Si,Interprovincial,Noche lluvia,No,No,,0.29,0,normal
SIN-00241,POL-00032,ASEG-00053,VEH-00125,COND-00352,PROV-0040,Vehiculos,Danos Propios,2024-12-08,2024-12-09,1320,1630,0,Reserva,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0040,310,55,1,5,0,3,1,Estacionado,5,Si,No,Residencial,Noche seca,No,No,,0.29,0,normal
SIN-00242,POL-00426,ASEG-00074,VEH-00153,COND-00051,PROV-0012,Vehiculos,Danos Propios,2025-06-14,2025-06-14,2380,2560,950,Negativa,Quito Centro,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0012,130,235,0,1,4,1,0,Posterior,17,Si,No,Interprovincial,Noche seca,No,No,,0.47,0,normal
SIN-00243,POL-00253,ASEG-00229,VEH-00409,COND-00024,PROV-0037,Vehiculos,Responsabilidad Civil,2024-12-07,2024-12-10,2700,1960,2160,Cierre Sin Consecuencia,Quito Sur,Quito,En la madrugada encontre el vehiculo golpeado y no existen camaras disponibles.,No,PROV-0037,337,28,3,3,2,0,0,Frontal,4,Si,No aplica,Parqueadero,Despejado,No,No,CLON-02,0.96,1,alto
SIN-00244,POL-00317,ASEG-00159,VEH-00282,COND-00424,PROV-0024,Vehiculos,Cristales,2023-05-09,2023-05-13,820,660,490,Cierre Sin Consecuencia,Santo Domingo,Santo Domingo,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0024,122,243,4,0,0,0,0,Lateral,14,Si,No,Perimetral,Despejado,No,No,,0.51,0,medio
SIN-00245,POL-00340,ASEG-00111,,,PROV-0045,Generales,Robo Domiciliario,2025-07-12,2025-07-14,4350,3350,3480,Reserva,Quito Norte,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,No,PROV-0045,104,261,2,1,0,0,0,Robo,1,No,Si,Residencial,Noche lluvia,Si,No,,0.43,0,medio
SIN-00246,POL-00063,ASEG-00338,VEH-00024,COND-00004,PROV-0051,Vehiculos,Responsabilidad Civil,2024-03-18,2024-03-19,7130,7110,7130,Liquidado,Quito Centro,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0051,131,234,1,0,2,0,0,Lateral,3,No,No,Residencial,Lluvia,No,No,,0.54,0,medio
SIN-00247,POL-00337,ASEG-00207,VEH-00296,COND-00357,PROV-0024,Vehiculos,Cristales,2023-10-26,2023-10-31,890,1020,710,Liquidado,Guayaquil Centro,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0024,232,133,5,0,0,0,0,Multiple,17,No,No,Parqueadero,Noche seca,No,No,,0.36,0,normal
SIN-00248,POL-00053,ASEG-00094,VEH-00058,COND-00365,PROV-0056,Vehiculos,Responsabilidad Civil,2024-06-09,2024-06-11,650,720,650,Reserva,Guayaquil Norte,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0056,35,330,2,0,0,0,0,Posterior,21,No aplica,No,Parqueadero,Noche lluvia,No,No,,0.16,0,normal
SIN-00249,POL-00131,ASEG-00131,VEH-00128,COND-00263,PROV-0045,Vehiculos,Gastos Medicos por Accidente,2025-08-05,2025-08-17,640,450,390,Negativa,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,No,PROV-0045,17,348,12,0,1,1,0,Robo,20,Si,No,Parqueadero,Neblina,No,No,,0.5,1,alto
SIN-00250,POL-00074,ASEG-00079,,,PROV-0040,Hogar,Dano por Agua,2026-06-19,2026-06-20,6110,6970,0,Liquidado,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0040,224,141,1,2,0,0,0,Frontal,14,No,Si,Perimetral,Neblina,No,No,,0.21,0,normal
SIN-00251,POL-00003,ASEG-00023,VEH-00253,COND-00252,PROV-0027,Vehiculos,Responsabilidad Civil,2026-04-13,2026-04-15,2520,2910,2520,Reserva,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0027,291,74,2,1,1,0,0,Posterior,18,Si,Si,Perimetral,Noche seca,No,No,,0.37,0,normal
SIN-00252,POL-00163,ASEG-00276,VEH-00268,COND-00235,PROV-0026,Vehiculos,Robo Parcial,2024-11-28,2024-11-29,2160,2570,860,Pago Total,Cuenca,Cuenca,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0026,152,213,1,1,1,0,0,Robo,4,No aplica,Si,Urbana,Noche lluvia,No,No,,0.16,0,normal
SIN-00253,POL-00366,ASEG-00048,VEH-00257,COND-00161,PROV-0033,Vehiculos,Responsabilidad Civil,2025-01-09,2025-01-10,5830,5210,0,Reserva,Guayaquil Centro,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0033,219,146,1,2,1,2,0,Posterior,9,Si,No aplica,Perimetral,Despejado,No,No,,0.3,0,normal
SIN-00254,POL-00256,ASEG-00055,VEH-00295,COND-00475,PROV-0027,Vehiculos,Choque,2025-01-02,2025-01-07,6100,5730,4880,Reserva,Quito Sur,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0027,78,287,5,6,2,1,0,Frontal,4,Si,Si,Parqueadero,Neblina,Si,No,,0.53,0,normal
SIN-00255,POL-00362,ASEG-00014,VEH-00003,COND-00128,PROV-0012,Vehiculos,Responsabilidad Civil,2023-12-24,2023-12-29,5080,4500,0,Reserva,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,No,PROV-0012,33,332,5,1,1,0,0,Posterior,15,Si,No,Parqueadero,Lluvia,No,No,,0.31,0,normal
SIN-00256,POL-00064,ASEG-00238,VEH-00340,COND-00135,PROV-0057,Vehiculos,Responsabilidad Civil,2024-10-02,2024-10-02,2930,2690,2340,Pago Total,Quito Norte,Quito,Atencion medica por accidente de transito con factura y formulario completo.,No,PROV-0057,241,124,0,3,3,2,1,Robo,13,No,No,Interprovincial,Despejado,No,No,,0.38,0,normal
SIN-00257,POL-00469,ASEG-00071,,,PROV-0020,Accidentes Personales,Accidente Personal,2023-08-02,2023-08-03,5430,5650,0,Reserva,Quito Sur,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0020,50,315,1,1,0,0,0,Frontal,18,No,Si,Urbana,Noche seca,No,No,,0.17,0,normal
SIN-00258,POL-00076,ASEG-00173,VEH-00109,COND-00283,PROV-0053,Vehiculos,Danos Propios,2023-08-19,2023-08-21,10690,10620,0,Liquidado,Guayaquil Norte,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0053,130,235,2,0,0,0,0,Frontal,10,Si,No,Perimetral,Lluvia,No,No,,0.09,0,normal
SIN-00259,POL-00475,ASEG-00061,VEH-00085,COND-00228,PROV-0045,Vehiculos,Danos Propios,2024-10-21,2024-10-21,7630,7500,7630,Liquidado,Machala,Machala,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0045,174,191,0,5,3,0,1,Estacionado,4,Si,Si,Perimetral,Noche seca,No,No,,0.1,0,normal
SIN-00260,POL-00299,ASEG-00054,VEH-00305,COND-00003,PROV-0005,Vehiculos,Perdida Total por Robo,2023-05-03,2023-05-09,14690,10470,11750,Pago Parcial,Cuenca,Cuenca,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0005,21,344,6,0,0,0,0,Robo,22,No aplica,No,Residencial,Neblina,No,No,,0.22,1,alto
SIN-00261,POL-00004,ASEG-00303,VEH-00346,COND-00415,PROV-0013,Vehiculos,Responsabilidad Civil,2023-08-16,2023-08-17,1580,1430,0,Liquidado,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0013,170,195,1,0,0,0,0,Robo,4,Si,Si,Parqueadero,Despejado,No,No,,0.14,0,normal
SIN-00262,POL-00387,ASEG-00243,VEH-00168,COND-00132,PROV-0060,Vehiculos,Choque,2023-07-27,2023-07-27,10150,8400,0,Reserva,Quito Sur,Quito,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,Si,PROV-0060,3,362,0,3,0,0,0,Lateral,15,No aplica,No,Perimetral,Neblina,No,No,,0.23,1,medio
SIN-00263,POL-00370,ASEG-00270,VEH-00272,COND-00122,PROV-0009,Vehiculos,Choque,2024-07-27,2024-07-29,19570,18170,19570,Anticipo,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,No,PROV-0009,222,143,2,2,2,0,0,Lateral,16,Si,No aplica,Parqueadero,Despejado,No,No,,0.13,0,normal
SIN-00264,POL-00041,ASEG-00214,VEH-00177,COND-00246,PROV-0019,Vehiculos,Danos Propios,2025-11-07,2025-11-09,1230,1130,490,Pago Total,Guayaquil Norte,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0019,270,95,2,0,2,1,0,Multiple,19,Si,No,Urbana,Despejado,No,No,,0.27,0,normal
SIN-00265,POL-00001,ASEG-00225,VEH-00161,COND-00027,PROV-0030,Vehiculos,Choque,2025-09-29,2025-09-29,2630,2840,0,Reserva,Quito Norte,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0030,271,94,0,4,3,1,0,Lateral,5,No,No aplica,Perimetral,Noche lluvia,No,No,,0.18,0,normal
SIN-00266,POL-00485,ASEG-00162,VEH-00217,COND-00074,PROV-0046,Vehiculos,Gastos Medicos por Accidente,2026-06-10,2026-06-20,4510,2570,4510,Pago Total,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0046,355,10,10,1,4,1,0,Lateral,21,Si,Si,Interprovincial,Despejado,No,No,,0.12,1,alto
SIN-00267,POL-00245,ASEG-00070,VEH-00036,COND-00400,PROV-0039,Vehiculos,Perdida Total por Robo,2024-07-04,2024-07-16,27520,25930,27520,Pago Parcial,Quito Sur,Quito,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,No,PROV-0039,148,217,12,1,1,0,1,Robo,10,Si,No,Urbana,Neblina,Si,No,CLON-01,0.98,1,alto
SIN-00268,POL-00036,ASEG-00112,,,PROV-0035,Hogar,Dano por Agua,2023-12-20,2023-12-20,8210,9550,4930,Pago Total,Guayaquil Centro,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0035,294,71,0,1,0,0,0,Lateral,18,Si,Si,Residencial,Despejado,No,No,,0.46,0,normal
SIN-00269,POL-00120,ASEG-00119,VEH-00377,COND-00047,PROV-0033,Vehiculos,Responsabilidad Civil,2024-08-12,2024-08-16,4450,4040,2670,Cierre Sin Consecuencia,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0033,60,305,4,2,0,0,0,Lateral,5,Si,No,Parqueadero,Lluvia,No,No,,0.13,0,normal
SIN-00270,POL-00009,ASEG-00209,VEH-00250,COND-00450,PROV-0057,Vehiculos,Choque,2023-03-19,2023-03-23,9010,10090,7200,Pago Parcial,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0057,51,314,4,0,0,0,0,Estacionado,9,Si,Si,Urbana,Noche lluvia,No,No,,0.32,0,normal
SIN-00271,POL-00066,ASEG-00180,VEH-00364,COND-00438,PROV-0002,Vehiculos,Robo Parcial,2025-09-02,2025-09-03,4090,4140,3270,Liquidado,Machala,Machala,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0002,175,190,1,1,1,0,0,Robo,14,No aplica,No,Urbana,Neblina,No,No,,0.13,0,normal
SIN-00272,POL-00470,ASEG-00125,VEH-00296,COND-00094,PROV-0034,Vehiculos,Choque,2026-07-05,2026-07-06,7220,6680,2890,Pago Total,Guayaquil Centro,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0034,286,79,1,4,2,0,3,Lateral,16,Si,No,Interprovincial,Neblina,No,No,,0.33,0,normal
SIN-00273,POL-00463,ASEG-00258,,,PROV-0052,Accidentes Personales,Accidente Personal,2025-12-01,2025-12-06,1320,1640,530,Reserva,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0052,181,184,5,5,0,0,1,Posterior,0,No,No aplica,Residencial,Lluvia,No,No,,0.12,0,normal
SIN-00274,POL-00256,ASEG-00055,VEH-00295,COND-00265,PROV-0053,Vehiculos,Danos Propios,2024-11-29,2024-11-29,6810,6910,5450,Reserva,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0053,44,321,0,5,1,0,0,Posterior,2,No aplica,No,Urbana,Noche seca,No,No,,0.22,0,normal
SIN-00275,POL-00429,ASEG-00114,VEH-00358,COND-00172,PROV-0035,Vehiculos,Danos Propios,2024-11-14,2024-11-16,10800,12920,4320,Liquidado,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0035,160,205,2,2,0,0,0,Posterior,6,No,No aplica,Urbana,Noche lluvia,No,No,,0.55,0,normal
SIN-00276,POL-00166,ASEG-00274,VEH-00197,COND-00146,PROV-0013,Vehiculos,Perdida Total por Robo,2025-06-26,2025-06-27,37360,33910,0,Pago Total,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0013,183,182,1,2,3,2,0,Robo,15,Si,Si,Interprovincial,Neblina,No,No,,0.13,0,normal
SIN-00277,POL-00340,ASEG-00111,,,PROV-0044,Generales,Dano por Agua,2026-01-17,2026-01-18,3270,3580,0,Liquidado,Quito Centro,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0044,293,72,1,3,0,0,0,Posterior,2,No aplica,No aplica,Interprovincial,Noche lluvia,No,No,,0.34,0,normal
SIN-00278,POL-00318,ASEG-00133,,,PROV-0006,Generales,Dano por Agua,2026-01-29,2026-01-31,38070,34790,30460,Negativa,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0006,120,245,2,0,0,0,0,Frontal,7,No,Si,Perimetral,Lluvia,No,No,,0.25,0,normal
SIN-00279,POL-00018,ASEG-00145,VEH-00348,COND-00107,PROV-0018,Vehiculos,Gastos Medicos por Accidente,2026-03-06,2026-03-09,460,410,370,Reserva,Quito Centro,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0018,226,139,3,1,1,2,0,Lateral,16,Si,No,Interprovincial,Noche seca,No,No,,0.26,0,medio
SIN-00280,POL-00008,ASEG-00178,VEH-00390,COND-00341,PROV-0026,Vehiculos,Danos Propios,2026-01-31,2026-02-05,14950,8500,8970,Anticipo,Manta,Manta,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0026,361,4,5,2,4,1,0,Volcadura,22,No,No,Perimetral,Lluvia,No,Si,,0.28,0,alto
SIN-00281,POL-00459,ASEG-00277,VEH-00013,COND-00473,PROV-0028,Vehiculos,Choque,2025-04-05,2025-04-06,4540,4250,2720,Liquidado,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0028,42,323,1,1,3,2,1,Sin impacto,14,No,No aplica,Residencial,Despejado,No,No,,0.27,0,normal
SIN-00282,POL-00432,ASEG-00207,VEH-00414,COND-00327,PROV-0037,Vehiculos,Robo Parcial,2025-10-09,2025-10-10,1670,1790,1000,Reserva,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0037,177,188,1,0,2,0,0,Robo,16,No,No aplica,Perimetral,Noche lluvia,No,No,,0.14,0,normal
SIN-00283,POL-00167,ASEG-00304,,,PROV-0046,Accidentes Personales,Accidente Personal,2024-11-17,2024-11-19,2940,2230,0,Liquidado,Quito Norte,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0046,354,11,2,1,0,0,0,Robo,13,Si,No,Urbana,Lluvia,No,No,,0.25,1,medio
